2 1690.000000 310.000000
2 1570.000000 370.000000
2 1870.000000 370.000000
2 1710.000000 410.000000
2 1470.000000 450.000000
2 1630.000000 470.000000
2 1830.000000 490.000000
2 1350.000000 530.000000
2 1530.000000 530.000000
2 1430.000000 550.000000
2 1710.000000 550.000000
2 1610.000000 570.000000
2 1250.000000 610.000000
2 1850.000000 610.000000
2 1450.000000 630.000000
2 1570.000000 630.000000
2 1690.000000 630.000000
2 1770.000000 670.000000
2 1350.000000 710.000000
2 1590.000000 710.000000
2 1690.000000 730.000000
2 1190.000000 750.000000
2 1870.000000 750.000000
1 590.000000 770.000000
1 610.000000 770.000000
1 630.000000 770.000000
1 790.000000 770.000000
1 810.000000 770.000000
2 1430.000000 770.000000
1 570.000000 790.000000
1 810.000000 790.000000
2 1570.000000 790.000000
1 490.000000 810.000000
1 510.000000 810.000000
1 530.000000 810.000000
1 550.000000 810.000000
1 830.000000 810.000000
1 850.000000 810.000000
1 870.000000 810.000000
1 450.000000 830.000000
1 470.000000 830.000000
3 870.000000 830.000000
1 890.000000 830.000000
1 910.000000 830.000000
1 930.000000 830.000000
2 1130.000000 830.000000
2 1270.000000 830.000000
2 1770.000000 830.000000
1 430.000000 850.000000
4 450.000000 850.000000
3 870.000000 850.000000
3 890.000000 850.000000
3 910.000000 850.000000
3 930.000000 850.000000
1 950.000000 850.000000
2 1370.000000 850.000000
2 1490.000000 850.000000
2 1670.000000 850.000000
1 410.000000 870.000000
4 430.000000 870.000000
4 450.000000 870.000000
3 890.000000 870.000000
3 910.000000 870.000000
3 930.000000 870.000000
1 950.000000 870.000000
2 1190.000000 870.000000
1 310.000000 890.000000
1 330.000000 890.000000
1 350.000000 890.000000
1 370.000000 890.000000
1 390.000000 890.000000
4 410.000000 890.000000
4 430.000000 890.000000
4 450.000000 890.000000
3 910.000000 890.000000
3 930.000000 890.000000
1 950.000000 890.000000
1 230.000000 910.000000
1 250.000000 910.000000
1 270.000000 910.000000
1 290.000000 910.000000
3 310.000000 910.000000
3 330.000000 910.000000
3 350.000000 910.000000
1 970.000000 910.000000
2 1070.000000 910.000000
1 50.000000 930.000000
1 70.000000 930.000000
1 90.000000 930.000000
1 110.000000 930.000000
1 130.000000 930.000000
1 150.000000 930.000000
1 170.000000 930.000000
1 190.000000 930.000000
1 210.000000 930.000000
3 230.000000 930.000000
3 250.000000 930.000000
3 270.000000 930.000000
3 290.000000 930.000000
3 310.000000 930.000000
3 330.000000 930.000000
1 970.000000 930.000000
2 1590.000000 930.000000
2 1810.000000 930.000000
1 10.000000 950.000000
1 30.000000 950.000000
3 270.000000 950.000000
3 290.000000 950.000000
3 310.000000 950.000000
1 970.000000 950.000000
2 1330.000000 950.000000
2 1710.000000 950.000000
1 970.000000 970.000000
2 1210.000000 970.000000
2 1450.000000 970.000000
4 950.000000 990.000000
1 970.000000 990.000000
4 950.000000 1010.000000
1 970.000000 1010.000000
3 390.000000 1030.000000
3 670.000000 1030.000000
3 690.000000 1030.000000
4 710.000000 1030.000000
4 950.000000 1030.000000
1 970.000000 1030.000000
2 1130.000000 1030.000000
2 1370.000000 1030.000000
2 1570.000000 1030.000000
2 1750.000000 1030.000000
2 1890.000000 1030.000000
3 370.000000 1050.000000
3 390.000000 1050.000000
3 410.000000 1050.000000
3 650.000000 1050.000000
3 670.000000 1050.000000
4 690.000000 1050.000000
4 710.000000 1050.000000
4 730.000000 1050.000000
4 750.000000 1050.000000
4 930.000000 1050.000000
4 950.000000 1050.000000
1 970.000000 1050.000000
3 350.000000 1070.000000
3 370.000000 1070.000000
3 390.000000 1070.000000
3 410.000000 1070.000000
3 430.000000 1070.000000
3 630.000000 1070.000000
3 650.000000 1070.000000
3 670.000000 1070.000000
4 690.000000 1070.000000
4 710.000000 1070.000000
4 730.000000 1070.000000
4 750.000000 1070.000000
4 770.000000 1070.000000
4 910.000000 1070.000000
4 930.000000 1070.000000
4 950.000000 1070.000000
1 970.000000 1070.000000
